t_s,phase,x_m,h_m,V_mps,gamma_rad,m_kg,Mach,alpha_deg,phi,q_Pa,CL,CD,L_N,D_N,T_N,mdot_fuel_kgs,M4,Tt4_K,unstart_flag
89.0,cruise,126941.48622349609,19126.40583318538,1427.3455277447827,-0.006007991874049052,799.4337425433172,4.837276658800256,28.91199173435153,0.0,102910.93298270219,0.7322091051502945,0.08382379086339863,7535.23221494463,862.6384523899261,0.0,0.0,0.0,0.0,0.0
90.0,cruise,128368.29566293646,19117.832032808663,1426.324790766673,-0.0060098496618066774,799.4337425433172,4.833817379275427,28.99208100824515,0.0,102902.8360165762,0.7344379852105475,0.08422644635658913,7557.575155646558,866.7140197691043,0.0,0.0,0.0,0.0,0.0
91.0,cruise,129794.08188006685,19109.275448507604,1425.2988831724224,-0.005992473422665822,799.4337425433172,4.830340576522841,29.07140695228755,0.0,102893.60839379029,0.7366496500935787,0.0846273031083905,7579.654062015134,870.7608585457325,0.0,0.0,0.0,0.0,0.0
92.0,cruise,131220.1746997563,19101.507355775764,1428.264220963287,-0.004382943768982507,799.0866131426013,4.840390111833237,28.925640826756638,0.0,103448.84473618047,0.7323746572639372,0.08384354629679663,7576.331220801043,867.3518002988075,0.0,0.0,0.0,0.0,0.0
93.0,cruise,132647.90389478227,19095.27548888551,1427.2212982279393,-0.004347029417019883,799.0866131426013,4.836855644735701,28.992290742688795,0.0,103399.39002041875,0.734267125728922,0.08418721849693842,7592.277291241667,870.4907040099148,0.0,0.0,0.0,0.0,0.0
94.0,cruise,134074.58828311667,19089.109147351035,1426.1740388288267,-0.004297497346866207,799.0866131426013,4.833306480676567,29.058149752476876,0.0,103348.15211335014,0.7361413543064573,0.08452857178038771,7607.884866179134,873.5871694283746,0.0,0.0,0.0,0.0,0.0
95.0,cruise,135500.22356843395,19083.02747107746,1426.46185072407,-0.0037123890862946385,798.9705042244923,4.834281875726976,29.04965987785646,0.0,103489.07583975035,0.735869607237867,0.08447764383558858,7615.446559160693,874.2513289664646,0.0,0.0,0.0,0.0,0.0
96.0,cruise,136926.14666342415,19077.784135857877,1425.4035237687415,-0.0036423376858376287,798.9705042244923,4.830695203699161,29.11005609771834,0.0,103421.05147862902,0.7376083466788189,0.08479584315973379,7628.423079293657,876.9675260596581,0.0,0.0,0.0,0.0,0.0
97.0,cruise,138352.34911809824,19073.404270333787,1428.3558991391708,-0.001978486359097074,798.6218607088992,4.840700809342497,28.94491614954997,0.0,103921.67249259097,0.7328447071712946,0.08392526135145016,7615.844764658401,872.1653524020506,0.0,0.0,0.0,0.0,0.0
98.0,cruise,139780.16589363734,19070.63169318631,1427.2830087843045,-0.0019060733360644789,798.6218607088992,4.837064781926454,28.99238956511856,0.0,103810.9923088459,0.7342575017604956,0.08418489512120834,7622.399986797122,873.9317499948759,0.0,0.0,0.0,0.0,0.0
99.0,cruise,141206.9085212045,19067.968379584567,1426.207186323085,-0.0018282700963969164,798.6218607088992,4.833418817596504,29.039185413471404,0.0,103698.09959875263,0.735654399021206,0.0844422309231207,7628.596313996153,875.649887260664,0.0,0.0,0.0,0.0,0.0
100.0,cruise,142632.5740783661,19065.42163713072,1426.472454265754,-0.0012217857448757773,798.5054508965575,4.8343178111495435,29.01174624843419,0.0,103778.34914563052,0.734907115452484,0.08430766276767424,7626.744721703609,874.9310062355772,0.0,0.0,0.0,0.0,0.0
